ID,Industry code,Job title,ISCO-08 - Major,ISCO-08 - Minor,Years of experience,"Digital technology is an umbrella term for mobile, internet and computer-based products and solutions",Digital technology reduces the amount of time required to perform an action,Digital technology is about transferring data from one electronic device to the other,Digital Technology is everything electronic,Digital technology enables knowledge sharing across organisations.,Accounting/ financial management,"Make Bookings (Travel bookings, scheduling meetings, venue booking etc.)",Emailing,Making audio or video calls,Marketing,Printing and scanning,Designing,"Monitoring  (e.g. employees, production, security etc)",Research and development,Training,Filing,US12OTHERS,"The ability to manage and monitor my team, activities, projects etc., whilst not being physically presen",Improved communication tools,Ability to enhance the capacity to perform my job,Ability to do different tasks at once (Multi-tasking),Limited usage of paper (Paperless processes),Less time needed to perform my duties (Time-efficiency),Reduced workload,Improved safety of data,Easy access to content,Stock counting,Cost saving,Improved Customer interactions,Digital technology involves higher costs,"The instability of digital systems (systems going down, load shedding etc.)",Lack of human interactions,The threat of possible retrenchment,Adjusting to and learning new digital technology,Lack of required digital skills,Digital fraud and scamming,Lack of digital upgrade,Lack of required devices,Unavailability of data,"Management (CEOs, Directors, Managers, Supervisors etc.)",IT Department,Communication Department/ Marketing Department,Project coordinators,External stakeholders,Fellow colleagues,No-one,No idea,System Auditor,State-of-the art printers and scanners. Needed,Business WhatsApp. Needed,Hi-tech telephone. Needed,Faster computers and tablets. Needed,Digital filing. Needed,Mobile Applications.Needed,Block chain technology. Needed,Reliable internet. Needed,Smart boards. Needed,Software and web applications. Needed,Automated equipment. Needed,Voice over Internet protocol (VOIP). Needed,Video conferencing applications. Needed,Artificial intelligence. Needed,Faster Wi-Fi connection,Ultra-modern equipment (Upgrade current digital equipment/s),Artificial Intelligence,Internet of Things (IoT),Robots,Scanners,Tracking systems,Voice over internet protocol,No idea 2,"Ability to quickly learn new software (MS packages, accounting packages, designing packages etc.)",Computer literacy,Machine learning,Digital marketing,Artificial Intelligence 2,Developing a Website,The ability to use and understand digital media,My knowledge of digital technologies boosts my confidence,The digital skills that I have acquired open doors to more job opportunities,The usage of digital technologies makes me more knowledgeable,"With the usage of digital technology, I am now able to innovate at work",How much value does the knowledge of digital technology add to your qualification?,High school,In-house training,Peer-learning,Self-taught,Short courses,Tertiary education,Previous work experience,External training/workshops,I have No digital skills.,My organisation supports digital technology usage through accredited training (officially recognized or authorized),Digital technology is promoted through inhouse training in my organisation,My organisation does not have a support system to enhance digital skills,My organisation encourages self-development of staff when it comes to digital technology,Digital skills in my organisation are promoted through external training (trainings conducted outside the organisation),My organisation encourages the staff to acquire digital skills through online training,The use of digital technology exposes to potential financial loss.,The probability of data loss is higher when using digital technology,The possibility of getting scammed and robbed is higher when using digital technology,"Compared to traditional tools such as pen and paper, using digital technology creates more doubts",It takes too much time to learn how to use new digital technology than using traditional tools.,Digital technology is likely to cause me to lose control over the privacy of my personal data,The usage of digital technologies in the workplace is a waste of time,I am NOT interested in using digital skills in my workplace,I don’t see any additional value in using digital technology,The usage of digital technology is too complicated for me,"I can still use my traditional tools, there is no real need for digital technologies",Digital technologies limit my capacity as a human because everything is provided by machines,What is your gender?,What is your year of birth?,What is your highest education level (Only indicate the highest)?,Which racial group do you belong to?,How long have you been in the organisation?,Approximately how many employees work in your organisation?,AGE,understanding
249,C,Quality control assistant,Technicians and associate professionals,Business and administration associate professionals,"2,0",1,1,1,0,1,4,5,5,4,5,5,5,5,4,6,3,#NULL!,10,10,10,9,10,10,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,10,8,10,7,5,9,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,0,1,0,0,1,2,2,1,1,1,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,#NULL!,#NULL!,5,2,4,3,1,#NULL!,1,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,1,4,5,4,1,1,1,3,5,5,4,1,1,4,1,3,1,2,1990,3,1,"3,0",500,29,4.00
250,C,Sales Rep,Service and sales workers,Sales workers,"5,0",1,-1,1,-1,1,4,5,5,5,5,5,5,4,5,4,4,#NULL!,5,7,7,10,10,10,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,6,10,10,7,10,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,#NULL!,1,1,1,#NULL!,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,#NULL!,1,#NULL!,4,4,2,1,4,4,1,5,5,1,1,4,1,1,1,1,1,1,1,1991,4,1,"5,0",350,28,1.00
251,C,Administrator,Clerical support workers,Other clerical support workers,"6,0",1,1,1,-1,1,1,4,4,5,2,4,2,3,4,1,5,#NULL!,9,8,8,9,8,7,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,5,6,7,3,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,1,1,1,1,1,1,1,2,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,3,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,4,3,4,5,4,3,2,2,1,2,2,2,1,2,2,1,2,2,1991,3,1,3,70,28,3.00
252,C,Digital and Social Media Coordinator,Technicians and associate professionals,Business and administration associate professionals,"5,0",1,1,1,0,1,1,1,5,2,5,5,4,4,3,3,2,#NULL!,9,8,10,9,7,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,7,3,3,7,6,3,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,0,2,2,2,0,2,0,2,0,0,0,0,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,1,5,4,5,4,4,1,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,1,2,4,5,1,1,2,2,3,2,1,2,2,1,1,2,2,2,2,1990,5,1,"0,5",100,29,4.00
253,C,Hr Officer,Technicians and associate professionals,Business and administration associate professionals,"6,0",1,1,1,-1,1,2,5,5,5,5,5,5,5,5,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,#NULL!,#NULL!,1,1,#NULL!,#NULL!,1,1,#NULL!,1,#NULL!,1,#NULL!,5,5,5,5,4,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1982,3,1,7,1000,37,3.00
254,C,Sales,Service and sales workers,Sales workers,"15,0",1,1,1,-1,1,4,4,5,4,4,4,3,4,3,3,5,#NULL!,7,10,9,8,6,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,9,2,2,6,6,6,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,#NULL!,5,3,4,3,3,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,4,4,4,3,2,2,2,2,2,2,1,1,1,2,3,3,1,1982,4,2,8,80,37,3.00
255,C,Supervisor,Technicians and associate professionals,Business and administration associate professionals,"8,0",1,1,1,-1,1,1,1,3,2,3,1,2,5,2,2,2,#NULL!,9,9,9,9,8,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,5,5,5,5,4,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,4,5,5,5,3,#NULL!,1,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,3,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1988,3,2,4,50,31,3.00
256,C,Depot Controller,Technicians and associate professionals,Business and administration associate professionals,"20,0",1,1,1,-1,1,5,5,5,2,5,4,6,5,5,4,3,#NULL!,1,5,5,6,9,7,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,10,8,6,9,8,7,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,1,0,0,0,1,0,0,1,0,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,5,5,4,1,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,3,3,3,4,4,4,5,4,3,3,1,1,1,1,1,1,2,1976,3,2,4,1000,43,3.00
257,C,Manager,Managers,Administrative and commercial managers,"15,0",1,1,1,-1,1,4,4,4,4,4,4,3,4,4,4,4,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,8,5,6,7,7,7,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,#NULL!,1,#NULL!,1,1,#NULL!,1,1,1,#NULL!,1,#NULL!,1,5,5,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,4,4,2,4,4,4,2,4,4,3,1,2,1,1,1,1,1,1,2,1983,5,4,"15,0",10,36,3.00
258,D,Receptionist,Clerical support workers,Customer services clerks,"0,0",1,1,-1,-1,1,1,1,5,1,1,5,1,1,1,1,5,#NULL!,8,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,6,5,3,10,9,10,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,4,5,1,1,1,1,1,#NULL!,1,1,#NULL!,#NULL!,5,5,1,1,1,1,5,5,5,3,1,1,1,1,1,1,1,1,2,1992,5,1,"1,0",500,27,1.00
259,D,Call Centre,Clerical support workers,Customer services clerks,"2,0",1,1,1,-1,1,1,2,5,5,1,5,1,1,1,1,5,#NULL!,7,9,8,9,8,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,7,6,4,9,8,9,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,0,1,1,1,1,1,2,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,5,4,4,5,3,1,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,5,5,3,3,4,3,5,5,5,3,2,2,2,2,2,2,2,2,2,1996,3,1,"1,0",600,23,3.00
260,D,Teller,Clerical support workers,Customer services clerks,"10,0",1,1,1,-1,1,2,2,5,5,1,2,1,1,1,1,1,#NULL!,4,5,6,4,5,6,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,6,7,6,6,4,6,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,2,0,0,1,0,1,0,0,0,1,1,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,#NULL!,1,1,4,4,4,4,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,3,3,3,3,3,3,4,4,4,4,5,4,2,2,2,3,2,3,2,1982,3,1,4,30,37,3.00
261,D,attendant,Clerical support workers,Customer services clerks,"4,0",1,1,1,-1,1,2,2,4,4,1,4,1,1,1,1,1,#NULL!,1,5,3,3,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,2,2,9,9,4,4,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,2,1,0,2,0,1,0,0,0,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,1,#NULL!,4,4,4,4,4,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,1,3,3,3,1,5,2,1,1,1,1,1,1,1,1,1,2,1984,3,1,2,30,35,3.00
262,D,training assistant,Professionals,Business and administration professionals,"3,0",1,1,1,-1,1,5,5,5,5,4,5,5,5,3,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,6,8,9,6,4,7,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,4,5,4,5,4,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,1,4,4,4,2,3,3,2,2,2,1,1,1,1,1,1,2,1996,4,1,"1,0",100,23,3.00
263,D,Training Facilitator,Professionals,Business and administration professionals,"29,0",1,1,1,-1,1,5,5,5,5,4,5,5,5,3,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,7,10,7,5,5,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,5,5,5,5,4,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,1,#NULL!,5,5,1,5,5,5,2,3,3,2,2,2,1,1,1,1,1,1,1,1967,5,1,"3,0",100,52,3.00
264,D,Manager,Managers,Administrative and commercial managers,"7,0",1,1,1,-1,1,5,4,5,5,4,5,5,2,5,4,5,#NULL!,10,9,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,9,9,7,4,9,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,1,1,0,1,2,1,1,0,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,4,4,5,5,3,#NULL!,1,#NULL!,1,1,1,#NULL!,1,#NULL!,3,4,2,2,2,2,4,5,4,2,4,4,2,2,2,2,2,2,2,1981,4,1,7,10,38,3.00
265,D,P.A. SECRETARY TO CHAIRMAN,Technicians and associate professionals,Business and administration associate professionals,"5,0",1,1,1,-1,1,2,3,5,1,1,5,1,1,1,2,5,#NULL!,6,7,6,6,7,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,9,9,10,9,9,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,1,1,1,2,1,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,4,4,4,4,4,4,3,3,4,3,3,3,2,2,2,2,2,2,2,1968,4,2,6,35,51,3.00
266,D,Secretary,Clerical support workers,General and keyboard clerks,"12,0",1,1,1,-1,1,2,2,4,4,2,5,1,1,2,6,2,#NULL!,5,4,4,4,4,4,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,5,5,5,5,4,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,1,2,2,1,1,0,2,1,0,2,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,2,5,2,2,3,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,3,3,2,2,2,3,2,2,2,3,1,3,2,3,2,3,2,1980,3,2,4,35,39,3.00
267,D,Owner,Other,Owner,"10,0",1,1,1,-1,1,5,4,5,5,2,5,2,5,5,5,4,#NULL!,7,8,8,8,9,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,9,8,9,8,9,#NULL!,#NULL!,#NULL!,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,1,#NULL!,1,#NULL!,#NULL!,1,5,5,5,5,4,1,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,#NULL!,5,4,2,4,3,4,3,3,4,4,2,4,1,1,1,1,1,1,1,1971,3,2,"9,0",28,48,3.00
268,D,Senior clerk,Clerical support workers,General and keyboard clerks,"11,0",1,1,1,-1,1,3,5,5,4,4,4,3,3,3,3,2,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,1,1,6,10,10,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,2,1,2,2,2,0,1,2,1,1,1,1,2,1,1,1,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,1,#NULL!,1,#NULL!,1,1,5,5,5,4,4,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,5,2,2,2,5,5,5,1,2,2,1,1,1,1,1,1,2,1985,4,2,"11,0",57000,34,3.00
269,D,Front office administrator,Clerical support workers,Other clerical support workers,"1,0",1,1,1,0,1,5,5,5,5,5,5,5,4,5,4,2,#NULL!,5,10,10,10,10,10,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,10,4,3,5,10,5,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,#NULL!,1,1,1,1,1,1,1,3,5,5,5,4,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,5,3,1,5,3,5,4,4,4,2,2,2,1,1,1,1,1,1,2,1995,3,2,"1,0",60,24,4.00
270,D,Administrator,Clerical support workers,Other clerical support workers,"12,0",1,1,1,-1,1,5,2,5,3,2,5,1,1,1,2,5,#NULL!,6,7,6,6,7,8,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,8,7,8,4,6,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,1,1,1,0,1,2,1,1,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,4,3,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,1983,4,3,2,30,36,3.00
271,D,Admin,Clerical support workers,Other clerical support workers,"9,0",1,1,1,-1,1,5,2,5,3,2,5,2,3,2,3,5,#NULL!,3,7,8,8,7,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,5,7,8,5,5,8,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,2,2,2,0,1,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,3,1,#NULL!,#NULL!,1,#NULL!,#NULL!,1,#NULL!,#NULL!,4,4,3,4,4,3,3,3,3,3,3,3,2,2,2,2,3,2,2,1983,3,4,"3,0",100,36,3.00
272,E,Manager,Managers,Administrative and commercial managers,"11,0",1,1,1,-1,1,5,5,4,3,2,5,5,5,4,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,3,7,2,3,6,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,1,1,1,#NULL!,1,1,5,5,5,5,4,1,1,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,5,5,2,4,4,4,3,3,1,1,2,2,1,1,1,2,2,2,1,1979,6,1,11,275,40,3.00
273,E,Manager,Managers,Administrative and commercial managers,"11,0",1,1,1,-1,1,5,5,4,3,2,5,5,5,4,5,5,#NULL!,10,10,10,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,3,7,2,3,6,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,#NULL!,1,#NULL!,1,1,1,#NULL!,1,1,1,1,#NULL!,1,1,5,5,5,5,4,1,1,#NULL!,#NULL!,1,1,1,#NULL!,#NULL!,5,5,2,4,4,4,3,3,1,1,2,2,1,1,1,2,2,2,1,1979,6,1,11,275,40,3.00
274,E,Managing Director,Managers,"Chief executives, senior officials and legislators","9,0",1,1,1,-1,1,5,5,5,5,5,5,5,5,2,1,1,#NULL!,7,10,9,10,4,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,9,8,4,7,6,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,1,#NULL!,1,1,5,4,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,5,4,1,5,4,4,1,3,4,3,3,5,1,1,1,2,4,3,2,1980,5,1,9,35,39,3.00
275,E,Admin Clerk,Clerical support workers,Other clerical support workers,"2,0",1,1,1,-1,1,5,4,5,4,4,5,4,5,5,4,5,#NULL!,10,10,8,10,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,10,7,10,6,10,10,#NULL!,#NULL!,#NULL!,1,1,1,#NULL!,1,1,#NULL!,#NULL!,#NULL!,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,#NULL!,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,#NULL!,1,1,#NULL!,#NULL!,4,5,2,2,2,3,4,4,4,1,2,2,2,1,1,1,2,3,2,1993,4,1,"2,5",100,26,3.00
276,E,Accounts,Clerical support workers,Numerical and material recording clerks,"6,0",1,1,1,-1,1,5,3,5,4,1,3,1,2,1,3,4,#NULL!,7,8,7,7,8,7,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,7,7,6,8,7,8,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,1,1,5,4,3,4,3,#NULL!,1,#NULL!,1,1,1,#NULL!,1,#NULL!,4,3,3,4,4,3,3,4,3,2,2,3,1,1,1,1,1,1,2,1992,4,1,"3,0",60,27,3.00
277,E,Fire fighter /paramedic,Service and sales workers,Protective services workers,"5,0",1,1,1,-1,1,2,5,5,5,2,5,4,4,2,2,5,#NULL!,5,4,2,3,2,1,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,5,4,4,4,5,5,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,1,2,1,2,0,1,2,2,0,2,0,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,3,1,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,5,3,4,4,2,4,4,2,2,2,2,2,2,1,1987,3,1,3,30,32,3.00
278,E,Waste management,Other,,"3,0",-1,1,-1,0,1,1,3,5,5,4,2,3,2,6,5,5,#NULL!,10,9,6,9,10,10,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,9,9,10,10,7,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,0,1,1,0,2,2,0,2,1,0,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,5,4,2,5,3,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,2,4,5,4,4,5,1,4,2,2,5,5,5,3,5,5,2,1987,4,1,5,5,32,1.00
279,E,Evaluator,Technicians and associate professionals,Business and administration associate professionals,"5,0",-1,1,1,-1,-1,2,3,4,5,5,3,4,5,4,4,5,#NULL!,10,8,10,6,10,9,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,9,6,10,5,9,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,2,1,0,1,1,1,1,1,2,2,2,2,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,5,4,4,4,1,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,3,3,3,4,4,3,2,4,5,5,5,4,5,3,5,5,2,1987,5,1,3,2,32,1.00
